timestamp,tick,symbol,open,close
1665187200000,1d,ETHUSDT,1331.0999755859375,1315.47998046875
1665273600000,1d,ETHUSDT,1315.47998046875,1323.1300048828125
1665360000000,1d,ETHUSDT,1323.1300048828125,1290.030029296875
1665446400000,1d,ETHUSDT,1290.030029296875,1280.1099853515625
1665878400000,1d,ETHUSDT,1274.9300537109375,1305.949951171875
1665964800000,1d,ETHUSDT,1305.9599609375,1331.4000244140625
1666051200000,1d,ETHUSDT,1331.3900146484375,1310.7099609375
1666137600000,1d,ETHUSDT,1310.7099609375,1285.0899658203125
1666224000000,1d,ETHUSDT,1285.0899658203125,1282.5699462890625
1666310400000,1d,ETHUSDT,1282.5699462890625,1299.75
1666396800000,1d,ETHUSDT,1299.760009765625,1313.6099853515625
1666483200000,1d,ETHUSDT,1313.6199951171875,1364.199951171875
1666569600000,1d,ETHUSDT,1364.18994140625,1343.6099853515625
1666656000000,1d,ETHUSDT,1343.6099853515625,1459.739990234375
1666742400000,1d,ETHUSDT,1459.739990234375,1566.0999755859375
1666828800000,1d,ETHUSDT,1566.0999755859375,1514.050048828125
1666915200000,1d,ETHUSDT,1514.050048828125,1554.4100341796875
1667001600000,1d,ETHUSDT,1554.4100341796875,1619.550048828125
1667088000000,1d,ETHUSDT,1619.550048828125,1590.43994140625
1667174400000,1d,ETHUSDT,1590.43994140625,1572.68994140625
1667260800000,1d,ETHUSDT,1572.68994140625,1578.47998046875
1667347200000,1d,ETHUSDT,1578.469970703125,1518.3399658203125
1667433600000,1d,ETHUSDT,1518.3399658203125,1531.010009765625
1667520000000,1d,ETHUSDT,1531.010009765625,1644.780029296875
1667606400000,1d,ETHUSDT,1644.780029296875,1626.97998046875
1667692800000,1d,ETHUSDT,1626.97998046875,1568.2900390625
1667779200000,1d,ETHUSDT,1568.25,1568.0999755859375
1667865600000,1d,ETHUSDT,1568.0999755859375,1334.77001953125
1667952000000,1d,ETHUSDT,1334.780029296875,1102.72998046875
1668038400000,1d,ETHUSDT,1102.72998046875,1299.280029296875
1668124800000,1d,ETHUSDT,1299.280029296875,1289.280029296875
1668211200000,1d,ETHUSDT,1289.3499755859375,1257.25
1668297600000,1d,ETHUSDT,1257.25,1221.489990234375
1668384000000,1d,ETHUSDT,1221.5,1243.280029296875
1668470400000,1d,ETHUSDT,1243.2900390625,1253.22998046875
1668556800000,1d,ETHUSDT,1253.219970703125,1216.1700439453125
1668643200000,1d,ETHUSDT,1216.1700439453125,1200.4300537109375
1668729600000,1d,ETHUSDT,1200.4300537109375,1212.5799560546875
1668816000000,1d,ETHUSDT,1212.5799560546875,1217.6700439453125
1668902400000,1d,ETHUSDT,1217.6700439453125,1142.2099609375
1668988800000,1d,ETHUSDT,1142.2099609375,1107.3399658203125
1669075200000,1d,ETHUSDT,1107.3399658203125,1139.5999755859375
1669161600000,1d,ETHUSDT,1139.5899658203125,1184.52001953125
1669248000000,1d,ETHUSDT,1184.52001953125,1203.72998046875
1669334400000,1d,ETHUSDT,1203.719970703125,1199.300048828125
1669420800000,1d,ETHUSDT,1199.2900390625,1205.5999755859375
1669507200000,1d,ETHUSDT,1205.6099853515625,1193.8800048828125
1669593600000,1d,ETHUSDT,1193.8800048828125,1167.77001953125
1669680000000,1d,ETHUSDT,1167.77001953125,1216.489990234375
1669766400000,1d,ETHUSDT,1216.489990234375,1294.4599609375
1669852800000,1d,ETHUSDT,1294.4599609375,1276.4100341796875
1669939200000,1d,ETHUSDT,1276.4000244140625,1295.5899658203125
1670025600000,1d,ETHUSDT,1295.5799560546875,1240.510009765625
1670112000000,1d,ETHUSDT,1240.5,1279.4100341796875
1670198400000,1d,ETHUSDT,1279.4100341796875,1259.4100341796875
1670284800000,1d,ETHUSDT,1259.4100341796875,1271.3199462890625
1670371200000,1d,ETHUSDT,1271.31005859375,1231.1800537109375
1670457600000,1d,ETHUSDT,1231.1800537109375,1280.1800537109375
1670544000000,1d,ETHUSDT,1280.1800537109375,1263.0999755859375
1670630400000,1d,ETHUSDT,1263.1099853515625,1266.3499755859375
1670716800000,1d,ETHUSDT,1266.3499755859375,1263.010009765625
1670803200000,1d,ETHUSDT,1263,1275.4000244140625
1670889600000,1d,ETHUSDT,1275.4100341796875,1320.68994140625
1670976000000,1d,ETHUSDT,1320.68994140625,1307.43994140625
1671062400000,1d,ETHUSDT,1307.449951171875,1266.5400390625
1671148800000,1d,ETHUSDT,1266.530029296875,1166.8299560546875
1671235200000,1d,ETHUSDT,1166.8199462890625,1187.1600341796875
1671321600000,1d,ETHUSDT,1187.1600341796875,1183.06005859375
1671408000000,1d,ETHUSDT,1183.06005859375,1167.8199462890625
1671494400000,1d,ETHUSDT,1167.8199462890625,1216.93994140625
1671580800000,1d,ETHUSDT,1216.949951171875,1213.780029296875
1671667200000,1d,ETHUSDT,1213.780029296875,1217.7099609375
1671753600000,1d,ETHUSDT,1217.719970703125,1219.989990234375
1671840000000,1d,ETHUSDT,1219.97998046875,1220.4100341796875
1671926400000,1d,ETHUSDT,1220.4200439453125,1218.510009765625
1672012800000,1d,ETHUSDT,1218.52001953125,1228.1099853515625
1672099200000,1d,ETHUSDT,1228.1199951171875,1211.550048828125
1672185600000,1d,ETHUSDT,1211.550048828125,1190.1500244140625
1672272000000,1d,ETHUSDT,1190.1500244140625,1200.489990234375
1672358400000,1d,ETHUSDT,1200.47998046875,1199.989990234375
1672444800000,1d,ETHUSDT,1199.97998046875,1196.1300048828125
1672531200000,1d,ETHUSDT,1196.1300048828125,1200.3399658203125
1672617600000,1d,ETHUSDT,1200.3299560546875,1214
1672704000000,1d,ETHUSDT,1213.989990234375,1214.550048828125
1672790400000,1d,ETHUSDT,1214.56005859375,1256.9000244140625
1672876800000,1d,ETHUSDT,1256.9100341796875,1251.239990234375
1672963200000,1d,ETHUSDT,1251.25,1269.1400146484375
1673049600000,1d,ETHUSDT,1269.1400146484375,1264.0699462890625
1673136000000,1d,ETHUSDT,1264.06005859375,1290.1600341796875
1673222400000,1d,ETHUSDT,1290.1500244140625,1320.3900146484375
1673308800000,1d,ETHUSDT,1320.4000244140625,1335.6199951171875
1673395200000,1d,ETHUSDT,1335.6300048828125,1389.3900146484375
1673481600000,1d,ETHUSDT,1389.3900146484375,1415.9200439453125
1673568000000,1d,ETHUSDT,1415.9100341796875,1451.199951171875
1673654400000,1d,ETHUSDT,1451.199951171875,1549.9000244140625
1673740800000,1d,ETHUSDT,1549.9100341796875,1552.52001953125
1673827200000,1d,ETHUSDT,1552.52001953125,1576.93994140625
1673913600000,1d,ETHUSDT,1576.93994140625,1565.5699462890625
1674000000000,1d,ETHUSDT,1565.56005859375,1511.4300537109375
1674086400000,1d,ETHUSDT,1511.43994140625,1551.0899658203125
1674172800000,1d,ETHUSDT,1551.0899658203125,1658.52001953125
1674259200000,1d,ETHUSDT,1658.530029296875,1626.6600341796875
1674345600000,1d,ETHUSDT,1626.6500244140625,1627.43994140625
1674432000000,1d,ETHUSDT,1627.4300537109375,1626.2900390625
1674518400000,1d,ETHUSDT,1626.280029296875,1555.969970703125
1674604800000,1d,ETHUSDT,1555.969970703125,1611.93994140625
1674691200000,1d,ETHUSDT,1611.949951171875,1601.0899658203125
1674777600000,1d,ETHUSDT,1601.0899658203125,1597.6199951171875
1674864000000,1d,ETHUSDT,1597.6099853515625,1572.0999755859375
1674950400000,1d,ETHUSDT,1572.0999755859375,1644.719970703125
1675036800000,1d,ETHUSDT,1644.72998046875,1566.199951171875
1675123200000,1d,ETHUSDT,1566.2099609375,1585.3299560546875
1675209600000,1d,ETHUSDT,1585.3199462890625,1641.6800537109375
1675296000000,1d,ETHUSDT,1641.6700439453125,1643.1199951171875
1675382400000,1d,ETHUSDT,1643.1199951171875,1663.52001953125
1675468800000,1d,ETHUSDT,1663.52001953125,1666.3800048828125
1675555200000,1d,ETHUSDT,1666.3900146484375,1629.02001953125
1675641600000,1d,ETHUSDT,1629.010009765625,1614.2900390625
1675728000000,1d,ETHUSDT,1614.280029296875,1671.030029296875
1675814400000,1d,ETHUSDT,1671.030029296875,1650.4300537109375
1675900800000,1d,ETHUSDT,1650.4200439453125,1545.3499755859375
1675987200000,1d,ETHUSDT,1545.3499755859375,1513.06005859375
1676073600000,1d,ETHUSDT,1513.050048828125,1538.510009765625
1676160000000,1d,ETHUSDT,1538.5,1514.8299560546875
