timestamp,tick,symbol,open,close
1665187200000,1d,SUSHIUSDT,1.3600000143051147,1.3700000047683716
1665273600000,1d,SUSHIUSDT,1.36899995803833,1.3860000371932983
1665360000000,1d,SUSHIUSDT,1.3860000371932983,1.2619999647140503
1665446400000,1d,SUSHIUSDT,1.2619999647140503,1.2569999694824219
1665878400000,1d,SUSHIUSDT,1.4819999933242798,1.4609999656677246
1665964800000,1d,SUSHIUSDT,1.4600000381469727,1.4210000038146973
1666051200000,1d,SUSHIUSDT,1.4199999570846558,1.4989999532699585
1666137600000,1d,SUSHIUSDT,1.4980000257492065,1.4869999885559082
1666224000000,1d,SUSHIUSDT,1.4859999418258667,1.3669999837875366
1666310400000,1d,SUSHIUSDT,1.3669999837875366,1.3480000495910645
1666396800000,1d,SUSHIUSDT,1.3489999771118164,1.3049999475479126
1666483200000,1d,SUSHIUSDT,1.3070000410079956,1.4390000104904175
1666569600000,1d,SUSHIUSDT,1.4390000104904175,1.4179999828338623
1666656000000,1d,SUSHIUSDT,1.4190000295639038,1.559999942779541
1666742400000,1d,SUSHIUSDT,1.5609999895095825,1.6699999570846558
1666828800000,1d,SUSHIUSDT,1.6699999570846558,1.6100000143051147
1666915200000,1d,SUSHIUSDT,1.6100000143051147,1.7079999446868896
1667001600000,1d,SUSHIUSDT,1.7079999446868896,1.8420000076293945
1667088000000,1d,SUSHIUSDT,1.8420000076293945,1.6990000009536743
1667174400000,1d,SUSHIUSDT,1.6990000009536743,1.5980000495910645
1667260800000,1d,SUSHIUSDT,1.597000002861023,1.5829999446868896
1667347200000,1d,SUSHIUSDT,1.5829999446868896,1.621000051498413
1667433600000,1d,SUSHIUSDT,1.621000051498413,1.7419999837875366
1667520000000,1d,SUSHIUSDT,1.7419999837875366,1.9800000190734863
1667606400000,1d,SUSHIUSDT,1.9800000190734863,1.8220000267028809
1667692800000,1d,SUSHIUSDT,1.8209999799728394,1.718000054359436
1667779200000,1d,SUSHIUSDT,1.7170000076293945,1.7300000190734863
1667865600000,1d,SUSHIUSDT,1.7300000190734863,1.3910000324249268
1667952000000,1d,SUSHIUSDT,1.3910000324249268,1.0149999856948853
1668038400000,1d,SUSHIUSDT,1.0160000324249268,1.2419999837875366
1668124800000,1d,SUSHIUSDT,1.2410000562667847,1.253999948501587
1668211200000,1d,SUSHIUSDT,1.2549999952316284,1.1729999780654907
1668297600000,1d,SUSHIUSDT,1.1729999780654907,1.246000051498413
1668384000000,1d,SUSHIUSDT,1.2450000047683716,1.2719999551773071
1668470400000,1d,SUSHIUSDT,1.2730000019073486,1.3109999895095825
1668556800000,1d,SUSHIUSDT,1.312000036239624,1.2990000247955322
1668643200000,1d,SUSHIUSDT,1.2990000247955322,1.2289999723434448
1668729600000,1d,SUSHIUSDT,1.2289999723434448,1.215000033378601
1668816000000,1d,SUSHIUSDT,1.215999960899353,1.2209999561309814
1668902400000,1d,SUSHIUSDT,1.2200000286102295,1.1720000505447388
